concept_id,concept_synonym_name,language_concept_id
793964,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/46/2015 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria Quadrivalent 2017-2018],4180186
42537155,Entire soft tissue of cervical region of back (body structure),4180186
4216219,Innappropriate appearance,4180186
4216219,Odd appearance,4180186
4216219,Bizarre personal appearance (finding),4180186
37006218,SpiroTect baseplate secure convex PTW700 (Kapitex Healthcare Ltd) (physical object),4180186
199086,Peripheral neuritis in pregnancy - not delivered (disorder),4180186
4180606,Family Achillurbaniidae (organism),4180186
4180606,Achillurbaniidae,4180186
4167157,"Autonomous breathing, function",4180186
4167157,"Autonomous breathing, function (observable entity)",4180186
4237149,Skin of lateral surface of finger,4180186
4237149,Skin structure of lateral surface of finger (body structure),4180186
4106495,Scratch of pelvic region (finding),4180186
46040612,Sigvaris Essential Coton (15-20mmHg) thigh length closed toe with grip top lymphoedema garment male long small Black (Sigvaris Britain Ltd) (physical object),4180186
4048116,Entire levator anguli oris muscle (body structure),4180186
45995160,Jade Ultra flex sheath small M510 Clear (Jade-Euro-Med) (physical object),4180186
45758393,"Patient monitoring system module, electrocardiographic (physical object)",4180186
4179777,Cimex pipistrelli (organism),4180186
2764441,"Supplement Nasal Bone with Nonaut Sub, Perc Endo Approach",4180186
2764441,Medical and Surgical @ Head and Facial Bones @ Supplement @ Nasal Bone @ Percutaneous Endoscopic @ Nonautologous Tissue Substitute @ No Qualifier,4180186
2776182,"Bypass Bi Ureter to Cutan with Synth Sub, Perc Approach",4180186
2776182,"Medical and Surgical @ Urinary System @ Bypass @ Ureters, Bilateral @ Percutaneous @ Synthetic Substitute @ Cutaneous",4180186
4151770,"Family history of myocardial infarction in female relative of first degree, age unknown",4180186
4151770,"Family history of myocardial infarction in female relative of first degree, age unknown (situation)",4180186
2789094,"Chiropractic Manipulation of Lower Extremities, Short Lever",4180186
2789094,Chiropractic @ Anatomical Regions @ Manipulation @ Lower Extremities @ External @ Short Lever Specific Contact @ None,4180186
4166613,Speech intelligibility assessment procedure (assessment scale),4180186
3012041,Choleglobin MFr Bld,4180186
3012041,Blood; Haemoglobin; Haemoglobin without Fe; Hb; HEMATOLOGY/CELL COUNTS; Hemoglobin without Fe; Hgb; Mass Fraction; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; Tot; Totl; Verdohemoglobin; WB; Whole blood,4180186
3012041,Fâåt++F¢ïtÖ+/FíÇt¦óF¢ïtÖ+.µÇ+F«í:F¦¿TçÅsêåµò¦:µù¦Tù¦té¦:sà¿FíÇ:s«ÜTçÅsPï,4182948
19466,Mech compl of surgically created arteriovenous fistula,4180186
4258267,Tepidibacter formicigenes (organism),4180186
4028295,Family Dasyatidae - stingray (organism),4180186
4028295,Stingray,4180186
46055801,Juzo Expert Strong custom fit class 3 (34-46mmHg) below knee lymphoedema garment Dark blue (Juzo UK Ltd) (physical object),4180186
40764744,Finding; Findings; Last; Ordinal; Patient Reported Outcomes Information System; promise; QL; Qual; Qualitative; Screen; Survey; SURVEY.PROMIS,4180186
37385140,Juzo Hostess class 1 (18-21mmHg) below knee open toe lymphoedema garment extra short size V Poppy seed (Juzo UK Ltd) (physical object),4180186
42537646,Parent education about sibling rivalry (procedure),4180186
380707,Distortion of visual image,4180186
380707,Distortion of visual image (disorder),4180186
45608470,"Displ bimalleol fx l low leg, subs for clos fx w delay heal",4180186
45988975,"Assura colostomy bag with filter, midi 2464 25mm Opaque (Coloplast Ltd) (physical object)",4180186
44794893,"RAF (Royal Air Force) propulsions mechanic, technical",4180186
44794893,"Royal Air Force propulsions mechanic, technical (occupation)",4180186
1366696,lidocaine 2 % / menthol 3 % Topical Gel,4180186
46046369,Jobskin Alleviant class 1 (18-21mmHg) armsleeve with hand lymphoedema garment normal size II Beige (Jobskin Ltd) (physical object),4180186
37009363,Juzo Dynamic Cotton class 2 (23-32mmHg) thigh length closed toe with silicone top band lymphoedema garment wide extra short size V Sesame (Juzo UK Ltd) (physical object),4180186
37207506,Eating and Drinking Ability Classification System level IV (finding),4180186
44804339,Dementia monitoring invitation (procedure),4180186
2730872,"Reposition Right Foot Artery, Perc Endo Approach",4180186
2730872,"Medical and Surgical @ Lower Arteries @ Reposition @ Foot Artery, Right @ Percutaneous Endoscopic @ No Device @ No Qualifier",4180186
19038548,Polymyxin B 10000 UNT/ML / TMP 1 MG/ML Ophthalmic Solution [Polytrim],4180186
19038548,"Polytrim (polymyxin B 10,000 UNT / trimethoprim 1 MG) per ML Ophthalmic Suspension",4180186
46259674,Juzo Attractive class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment wide standard size I Almond (Juzo UK Ltd) (physical object),4180186
45539528,"Unsp injury at C7 level of cervical spinal cord, sequela",4180186
45584588,"Nondisp fx of dist phalanx of unsp less toe(s), 7thB",4180186
37210746,Juzo Adventure class 1 (18-21mmHg) below knee closed toe with silicone top band lymphoedema garment short size I Poppy seed (Juzo UK Ltd) (physical object),4180186
40487107,Congenital abnormality of aortic valve cusp (disorder),4180186
2780520,Medical and Surgical @ Male Reproductive System @ Resection @ Penis @ External @ No Device @ No Qualifier,4180186
3005859,Largest; Maximal; Maximum; Peak; PEEP max setting; Point in time; Pressure; Pulm; QNT; Quan; Quant; Quantitative; Random,4180186
3005859,PEEP max setting Vent,4180186
3005859,sÄïsè¢.Fé¦Tâ¿µ¦öTüô µ£ÇsñºsÇ+F«+t+«:sÄïsè¢µêûsÄïs+¦:µù¦Tù¦té¦:sæ+sÉ+µ£¦:s«ÜTçÅsPï,4182948
46278835,Sigvaris Essential Thermoregulating class 1 (18-21mmHg) thigh length closed toe lymphoedema garment normal large plus Black (Sigvaris Britain Ltd) (physical object),4180186
2755025,"Medical and Surgical @ Subcutaneous Tissue and Fascia @ Division @ Subcutaneous Tissue and Fascia, Head and Neck @ Percutaneous @ No Device @ No Qualifier",4180186
2755025,"Division of Head & Neck Subcu/Fascia, Perc Approach",4180186
46266790,Juzo Attractive class 2 (23-32mmHg) tights open toe lymphoedema garment short size I Black pepper (Juzo UK Ltd) 1 device (physical object),4180186
42873045,Haemorrhage in caudate nucleus,4180186
42873045,Hemorrhage in caudate nucleus (disorder),4180186
36692377,Venoflex Micro class 2 (23-32mmHg) thigh length closed toe with dotted silicone band lymphoedema garment short size 3 Caramel (Thuasne UK Ltd) 2 device (physical object),4180186
4120445,Hemopoietic stem cell transplant (procedure),4180186
4120445,Haemopoietic stem cell transplant,4180186
4120445,Transfusion of stem cells,4180186
4057413,Doctor stopped drugs - avoid interaction (situation),4180186
44803364,People with visual disability (qualifier value),4180186
42707721,Pancof (chlorpheniramine maleate 2 MG / dihydrocodeine bitartrate 7.5 MG / pseudoephedrine hydrochloride 15 MG) per 5 ML Oral Solution,4180186
40760860,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Blt; breast cancer; Cerebral spinal fluid; Cerebrospinal Fl; Immune blot; Immunobl; Immunoblot; Ordinal; Paraneoplastic syndrome; Point in time; PR; QL; Qual; Qualitative; Random; RIBA; Screen; Serology; Spinal Fl; Spinal Fld; Spinal Flu; Spinal Fluid; Stiff Man Syndrome; WB; WBLOT; West blot; West blt; Western blot,4180186
40760860,Amphiphysin Ab CSF Ql IB,4180186
40760860,sÅîF++F¢ïtÖ+ µèùS+ô:s¡ÿs£¿µâàså¦µêûTÿêsÇ+:µù¦Tù¦té¦:FäæFäèµ¦¦:s¦Åµò¦sPï:sàìtû½sì¦F+¦µ¦ò,4182948
45580943,"Milt op w dest arcrft d/t acc deton onbrd munit, milt, subs",4180186
46004419,"Nu-Hope belt left medium 6451DC 80cm-88cm length, 200mm width, 72mm opening (Penlan Medical Ltd) (physical object)",4180186
27419,Open wound of neck without complication (disorder),4180186
19030681,Grisactin Ultra 250 MG Oral Tablet,4180186
40763450,Plum IgG-mCnc,4180186
40763450,µ¼ºµ¦¦µ¥Ä µèùS+ô.IgG:F¦¿TçÅµ¦ôs¦ª:µù¦Tù¦té¦:FíÇµ+à:s«ÜTçÅsPï,4182948
40763450,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; f255; Immune globulin G; Immunoglobulin G; Level; Mass concentration; Plum; Point in time; QNT; Quan; Quant; Quantitative; Random; Serum; SR,4180186
43531204,Microscopic examination of bacterial smear of specimen from female genital tract (procedure),4180186
3018386,sàïµ¦ÅTöÑFÖ½ µèùS+ô.IgG:µ+¦s«Üs¦ª:µù¦Tù¦té¦:XXX:s«ÜTçÅsPï,4182948
3018386,T cruzi IgG Titr XXX,4180186
3018386,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Chagas disease; Dilution factor; Dilution Factor (Titer); Immune globulin G; Immunoglobulin G; Microbiology; Misc; Miscellaneous; Other; Point in time; QNT; Quan; Quant; Quantitative; Random; T cruzi; Titer; Titered; Titre; To be specified in another part of the message; Trypanosomiasis; Trypanosomosis; Ttr; Unspecified,4180186
45548780,"Maternal care for oth fetal problems, second tri, fetus 1",4180186
4139590,Scrotal hernia (disorder),4180186
45565563,"Poisoning by tetracyclic antidepress, undetermined, sequela",4180186
35612736,Natrelle INSPIRA N-TRL560 responsive cohesive silicone gel-filled textured round low projection breast implant 560g (Allergan) (physical object),4180186
20290,Driver of pk-up/van injured in clsn w 2/3-whl mv in traf,4180186
201616,Urethral instability (finding),4180186
4118729,Separated epiphysis - closed reduction (procedure),4180186
4118729,Closed reduction of separated epiphysis,4180186
2787880,"Imaging @ Lower Arteries @ Fluoroscopy @ Renal Artery, Right @ Other Contrast @ None @ None",4180186
4122359,Take impression for mandibular resection prosthesis (procedure),4180186
40489291,PIN III - prostatic intraepithelial neoplasia grade III,4180186
40489291,Prostatic intraepithelial neoplasia grade III,4180186
40489291,High grade prostatic intraepithelial neoplasia (disorder),4180186
4244681,Amorphous carbon,4180186
4244681,Carbon black (substance),4180186
4085661,Depression worse later in day (finding),4180186
37111874,Entire nigrostriate fibres,4180186
37111874,Entire nigrostriate fibers (body structure),4180186
46126967,"Bendi sterile leg bag with swing tap 70.33-35Sadj 700ml bag, 35cm adjustable inlet tube (Manfred Sauer) 10 device (physical object)",4180186
4062974,Drainage of subarachnoid space of brain (procedure),4180186
46122774,Unique 2 two piece ostomy system ileostomy bag regular 512-43 43mm Clear (Dansac Ltd) 10 device (physical object),4180186
4053700,Neurological decompression syndrome (disorder),4180186
46061389,Jobst UltraSheer class 1 (18-21mmHg) thigh length closed toe with sensitive band lymphoedema garment standard petite size II Espresso (BSN medical Ltd) (physical object),4180186
4265125,Finding related to ability to sit unsupported (finding),4180186
2728844,"Medical and Surgical @ Upper Arteries @ Release @ Ulnar Artery, Right @ Percutaneous @ No Device @ No Qualifier",4180186
45579128,"Unsp fx head of right femur, init for opn fx type I/2",4180186
76255,Sprain of iliofemoral ligament (disorder),4180186
37384935,Generic Hemosol B0 solution for haemofiltration 5litre bags (product),4180186
4090972,Slow calcium infusion test (procedure),4180186
13361,"Sltr-haris Type IV physeal fx lower end radius, right arm",4180186
3015242,Ferritin SerPl IA-mCnc,4180186
3015242,TôüF¢ïtÖ+:F¦¿TçÅµ¦ôs¦ª:µù¦Tù¦té¦:FíÇµ+à/FíÇµ¦å:s«ÜTçÅsPï:sàìtû½µ¦ïs«Üµ¦ò,4182948
3015242,Chemistry; EIA; ELFA; ELISA; Enzyme immunoassay; Ferr; IAA; Level; Mass concentration; MEIA; Pl; Plasma; Plsm; Point in time; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR; SUDS,4180186
4032726,Extrinsic staining of teeth associated with oral habits (disorder),4180186
37021339,Patient Reported Outcomes Information System; Point in time; promise; QNT; Quan; Quant; Quantitative; Random; Survey; SURVEY.PROMIS; T prime; T-score,4180186
45586594,Cereb infrc due to embolism of left middle cerebral artery,4180186
46012898,Algisite Ag dressing 2g (Smith & Nephew Healthcare Ltd) (physical object),4180186
19036207,Triactin (pheniramine maleate 10 MG/ML / phenylpropanolamine HCl 20 MG/ML / pyrilamine maleate 10 MG/ML) Oral Solution,4180186
4084963,Skerjevo (disorder),4180186
4084963,Skerlievo,4180186
3023918,s µèùS+ô:s¡ÿs£¿µâàså¦µêûTÿêsÇ+:µù¦Tù¦té¦:FíÇµ+à/FíÇµ¦å^S+¢S+ô:s¦Åµò¦sPï,4182948
3023918,ABS; Aby; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; BLOOD BANK; Donr; MNSs Blood Group System; Ordinal; Pl; Plasma; Plsm; Point in time; PR; QL; Qual; Qualitative; Random; s; S prime; Screen; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR,4180186
3023918,little s Ab SerPl Donr Ql,4180186
3046324,CAT scan; Computed tomography; Computerized tomography; Cranial; Cranium; CT scan; Facial; FH; FH/NP; FH-NPg; Head; NP; NPg; Point in time; QNT; Quan; Quant; Quantitative; Random,4180186
3046324,t£+FÇ¦s¦¦T¥óFç¦T++µá¦té¦-TóÅsëìté¦F+Pt¦+:FºÆs¦ª:µù¦Tù¦té¦:TóàT¬¿:s«ÜTçÅsPï:CT.µ¦ïTçÅµ¦ò,4182948
3046324,FH-NPg Angle Skull CT,4180186
45575337,"Poisoning by angiotens-convert-enzyme inhibtr, undet, subs",4180186
46214302,Haddenham Veni class 3 (34-46mmHg) thigh length closed toe with grip top lymphoedema garment regular size VIII Slate (Haddenham Healthcare Ltd) 2 device (physical object),4180186
46129638,Flocath Hydro Gel catheter male olive tip 16Ch 851142 (Rusch UK Ltd) 30 catheter (physical object),4180186
765858,Caliber-persistent labial artery (morphologic abnormality),4180186
765858,Caliber-persistent labial artery,4180186
765858,Retained caliber labial artery,4180186
434167,Newborn cold injury syndrome,4180186
434167,Cold injury syndrome of newborn (disorder),4180186
434167,Neonatal cold injury,4180186
4116479,Rigid cystoscopy and laser destruction of bladder lesion (procedure),4180186
40220379,chlophedianol HCl 12.5 MG / pyrilamine maleate 25 MG per 30 ML Oral Solution,4180186
4348697,Entire subregion of scalp (body structure),4180186
4305518,Excisional biopsy of bone of vertebra (procedure),4180186
4063350,On examination - deep sensation normal,4180186
4063350,On examination - deep sensation normal (finding),4180186
4336162,Granular myringitis (disorder),4180186
46211837,Haddenham Veni class 2 (23-32mmHg) thigh length closed toe with grip top lymphoedema garment short size II Sahara (Haddenham Healthcare Ltd) 2 device (physical object),4180186
4320783,Removal of tube from small intestine (procedure),4180186
46163965,Cutisorb Ultra dressing 20cm x 30cm rectangular (BSN medical Ltd) 5 dressing (physical object),4180186
42707610,chlorpheniramine maleate 2 MG / dihydrocodeine bitartrate 6.5 MG / phenylephrine hydrochloride 4 MG per Oral Solution,4180186
45565746,"Toxic effect of venom of venomous lizard, assault, sequela",4180186
37108930,Acquired eyelid ptosis of both eyes,4180186
37108930,Acquired eyelid ptosis of bilateral eyes,4180186
37108930,Acquired eyelid ptosis of bilateral eyes (disorder),4180186
46271528,Computed tomography of stomach,4180186
46271528,Computed tomography of stomach (procedure),4180186
4101738,Flaccid paraplegia (disorder),4180186
45994745,Rubber ostomy fastening ring NSI 54 (A H Shaw and Partners Ltd) (physical object),4180186
19031565,Klonopin 2 MG Oral Tablet,4180186
46203874,Jobst UltraSheer class 1 (18-21mmHg) below knee closed toe lymphoedema garment regular size II Natural (BSN medical Ltd) 2 device (physical object),4180186
4327101,One stage insertion of fixture for bone anchored hearing aid (procedure),4180186
37110501,Parkinsonism due to mass lesion of brain (disorder),4180186
46029157,Altiven class 1 (18-21mmHg) thigh length closed toe with waist attachment lymphoedema garment regular size VI left Black (Altimed Ltd) (physical object),4180186
46263958,Juzo Hostess class 1 (18-21mmHg) thigh length closed toe lymphoedema garment short size I Blueberry (Juzo UK Ltd) 2 device (physical object),4180186
46062426,Haddenham Venex class 1 (18-21mmHg) armsleeve with grip top and mitten lymphoedema garment extra wide regular medium Slate (Haddenham Healthcare Ltd) (physical object),4180186
4035431,Synovitis of shoulder,4180186
4035431,Shoulder synovitis (disorder),4180186
4025060,Fish fingers (substance),4180186
3042532,CPS1 gene Mut Anl Bld/T,4180186
3042532,"Blood; CA21H; CAH1; Carbamoyl-phosphate synthetase 1; carbamoyl-phosphate synthetase 1, mitochondrial; Carbamoylphosphate Synthetase I; Carbamoyl-Phosphate Synthetase I; CPS1; CPSase I; CYP21; CYP21B; cytochrome P450, family 21, subfamily A, polypeptide 2; Document; Finding; Findings; Molecular genetics; Molecular pathology; MOLPATH; MOLPATH.MUTATIONS; Mut; Mut Anl; Mutations; P450c21B; PCR; Point in time; Random; Tissue; Tissue, unspecified; WB; Whole blood; Whole blood or Tissue",4180186
3042532,CPS1 sƒ¦s¢á t¬üsÅÿsêåµPÉ:sÅætÄ¦:µù¦Tù¦té¦:sà¿FíÇ/t+ät+ç:µûçµíúsPï:sêås¡ÉTüùS+ás¡ªt¦+s«PT¬îs«ñµû¦µ¦ò,4182948
46178659,CareS class 1 (18-21mmHg) thigh length closed toe lymphoedema garment large 74cm-82cm Black (Ortho Europe) 2 device (physical object),4180186
1002439,3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Circo virus; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; III; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; Misc; Miscellaneous; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; Other; PCR; PCV; PCV3; PCV3 DNA; Point in time; Polymerase chain reaction; Pork; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; Strand Displacement Amplification; Swine; TMA; To be specified in another part of the message; Transcription mediated amplification; Unspecified,4180186
1002439,PCV3 DNA XXX Ql NAA+probe,4180186
1002439,tî¬s£åtÄ»tùàµ»Æ 3 sPï DNA:s¡ÿs£¿µâàså¦µêûTÿêsÇ+:µù¦Tù¦té¦:XXX:s¦Åµò¦sPï:µÄóTÆêµ¦ò.sƒ¦s¢áµë¬sóP.T¥¦sÉæ,4182948
4343700,Transfer of intrinsic muscle of hand (procedure),4180186
46061489,Jobst UltraSheer class 1 (18-21mmHg) thigh length closed toe with lace silicone band lymphoedema garment wide petite size II Natural (BSN medical Ltd) (physical object),4180186
4281373,Intervertebral foramen of seventh thoracic vertebra,4180186
4281373,Structure of intervertebral foramen of seventh thoracic vertebra (body structure),4180186
46215444,Juzo Attractive class 1 (18-21mmHg) below knee closed toe lymphoedema garment standard size IV Blueberry (Juzo UK Ltd) 2 device (physical object),4180186
44804988,Declined to give substance misuse history (finding),4180186
46085496,Soft polymer wound contact dressing with polyurethane foam film backing impregnated with silver 17.5cm x 17.5cm 10 dressing (physical object),4180186
46281974,Sigvaris Essential Thermoregulating class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment normal XX small left Black (Sigvaris Britain Ltd) 1 device (physical object),4180186
43054980,s£ås+ót+åFâP:F«íµò¦sPïµ¦ôs¦ª:µù¦Tù¦té¦:sëìsêùFà¦µ¦¦:s«ÜTçÅsPï:µëïs+ÑF«íµò¦µû¦µ¦ò,4182948
43054980,#; ABS; absolute; absolutes; Cell; Cellularity; Cnt; Count; Count/volume; CT; EPS; expressed prostatic secretion; HEMATOLOGY/CELL COUNTS; Manl; Number concentration; Number Concentration (count/vol); Point in time; Prost; Prost fld; Prostate; Prostate secretion; Prostati; Prostatic secretion; QNT; Quan; Quant; Quantitative; Random; Rnd Cells,4180186
43054980,Rnd Cells # Prost fld Manual,4180186
4044516,Osteotomy for rotational correction of proximal phalanx of first toe (procedure),4180186
37006152,Juzo Attractive class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment wide extra short size V Sugar (Juzo UK Ltd) (physical object),4180186
4056248,Entire palmaris brevis muscle (body structure),4180186
4056248,Entire palmaris brevis,4180186
4195840,Esophagojejunostomy by thoracic approach (procedure),4180186
4195840,Oesophagojejunostomy by thoracic approach,4180186
4208466,Thrombosis of blood vessel (disorder),4180186
4123651,Dimethyl diketone,4180186
4123651,"Butane-2,3-dione (substance)",4180186
4123651,Diacetyl,4180186
37016437,Acremonium cereale (organism),4180186
37016437,Fusarium cerealis,4180186
2725148,"Medical and Surgical @ Heart and Great Vessels @ Bypass @ Thoracic Aorta, Descending @ Open @ Autologous Venous Tissue @ Pulmonary Artery, Left",4180186
2725148,"Bypass Thor Aorta Desc to L Pulm Art w Autol Vn, Open",4180186
3038276,Chemistry; CR; Crea; Creat; Point in time; QNT; Quan; Quant; Quantitative; Random; Ratios; Rto; UA; UCr; UR; Urn,4180186
3038276,s¦+t¦á/FéîTàÉ:µ»ötÄç:µù¦Tù¦té¦:s¦+µ¦¦:s«ÜTçÅsPï,4182948
3038276,Urea/Creat Ur-Rto,4180186
4230652,Bacteroides pectinophilus (organism),4180186
46259612,Juzo Hostess class 1 (18-21mmHg) below knee open toe with silicone top band lymphoedema garment short size IV Sesame (Juzo UK Ltd) (physical object),4180186
4159528,Accidental diclofenac poisoning (disorder),4180186
4190140,Genus Suricata,4180186
4190140,Genus Suricata (organism),4180186
37392476,Serum felbamate level (observable entity),4180186
4165333,Flosequinan adverse reaction (disorder),4180186
4108797,Wood splinter in breast (disorder),4180186
1781124,"Insertion of Radioact Elem into Ovary, Perc Endo Approach",4180186
1781124,Medical and Surgical @ Female Reproductive System @ Insertion @ Ovary @ Percutaneous Endoscopic @ Radioactive Element @ No Qualifier,4180186
4195225,"Spontaneous placental expulsion, function (observable entity)",4180186
4195225,"Spontaneous placental expulsion, function",4180186
46176281,Sigvaris Essential Comfortable class 1 (18-21mmHg) below knee open toe lymphoedema garment normal extra small Skin (Sigvaris Britain Ltd) 2 device (physical object),4180186
44798796,Supply of transdermal contraceptive patch (procedure),4180186
45609365,"Breakdown of int fix of bones of foot and toes, sequela",4180186
4204644,Rubella titre call,4180186
4204644,Rubella titer call (procedure),4180186
4330095,Genus Natrinema (organism),4180186
4330095,Genus Natrinema,4180186
3034606,AS+PWS gene Mut Anl Bld/T,4180186
3034606,AS+PWS sƒ¦s¢á t¬üsÅÿsêåµPÉ:sÅætÄ¦:µù¦Tù¦té¦:sà¿FíÇ/t+ät+ç:µûçµíúsPï:sêås¡ÉTüùS+ás¡ªt¦+s«PT¬îs«ñµû¦µ¦ò,4182948
3034606,"15q11-13; Angelman + Prader Willi syndrome; Arterial Stenosis; Blood; Document; Finding; Findings; Molecular genetics; Molecular pathology; MOLPATH; MOLPATH.MUTATIONS; Mut; Mut Anl; Mutations; PCR; Point in time; Prader Willi syndrome; Prader-Willi syndrome chromosome region; PWS; Random; SNRPN; Tissue; Tissue, unspecified; UBE3A; WB; Whole blood; Whole blood or Tissue",4180186
4040049,Benzylhydrazine measurement (procedure),4180186
46259753,Juzo Hostess class 2 (23-32mmHg) below knee open toe with silicone top band lymphoedema garment standard size VI Blueberry (Juzo UK Ltd) (physical object),4180186
40768138,OCD repeat words CIDI-SF,4180186
40768138,Finding; Findings; OCD repeat words; Ordinal; PhenX; Point in time; QL; Qual; Qualitative; Random; Screen,4180186
40768138,µé¿µÿ»sÉªµ¢+t+Åµ£ëµ«¦µù¦Tù¦S+ìs+ùS+ìS+ÇTüìsÅêS+ÇTüìs£¦TçìsñìF»¦µƒÉS¦¢sìòF»ìn+îµêûFÇàsñºsú¦F»¦µêûFÇàFç¬F¿ÇFç¬F»¡:sÅætÄ¦:µù¦Tù¦té¦:^µéúFÇà:s¦Åµò¦sPï:CIDI-SF,4182948
46265258,Juzo Hostess class 1 (18-21mmHg) below knee open toe lymphoedema garment short size VI Nutmeg (Juzo UK Ltd) 2 device (physical object),4180186
3031393,Babesia DNA XXX Ql NAA+probe,4180186
3031393,3 Self-Sustaining Sequence Replication; 3SR SR; Amplif; Amplification; Amplified; Babesiosis; Deoxyribonucleic acid; DNA NUCLEIC ACID PROBE; DNA probe; LAT; LCR; Ligase chain reaction; Ligation-activated transcription; Microbiology; Misc; Miscellaneous; NAA+probe; NAAT; NASBA; Nucleic acid sequence based analysis; Ordinal; Other; PCR; Piroplasmosis; Point in time; Polymerase chain reaction; PR; Probe amp; Probe with ampification; Probe with target amplification; QBR; QL; Qual; Qualitative; Random; Screen; SDA; species; spp; Strand Displacement Amplification; TMA; To be specified in another part of the message; Transcription mediated amplification; Unspecified,4180186
3031393,s+¦F¦¥µû»FÖ½s¦P DNA:s¡ÿs£¿µâàså¦µêûTÿêsÇ+:µù¦Tù¦té¦:XXX:s¦Åµò¦sPï:µÄóTÆêµ¦ò.sƒ¦s¢áµë¬sóP.T¥¦sÉæ,4182948
4043280,Dens morph normal motile sperm,4180186
4043280,Determination of density of morphologically normal and motile sperm (procedure),4180186
4043280,Density of morphologically normal and motile sperm,4180186
2764066,"Replacement of L Glenoid Cav with Autol Sub, Open Approach",4180186
2764066,"Medical and Surgical @ Upper Bones @ Replacement @ Glenoid Cavity, Left @ Open @ Autologous Tissue Substitute @ No Qualifier",4180186
2745136,"Supplement Nasal Turbinate w Synth Sub, Perc Endo",4180186
2745136,"Medical and Surgical @ Ear, Nose, Sinus @ Supplement @ Nasal Turbinate @ Percutaneous Endoscopic @ Synthetic Substitute @ No Qualifier",4180186
37103766,Nusinersen sodium (substance),4180186
40758372,"Beta globulin gene; Beta thalessemia; beta-globin; Blood; c.G364C; CD113t-C; Glu122Lys; HB D Punjab; HB D-Chicago; HB D-North Carolina; HB D-Portugal; HB Oak Ridge; HBB c.364G&gt;C; Hemoglobin beta chain; Hemoglobin S gene; hemoglobin, beta; Molecular genetics; Molecular pathology; MOLPATH; MOLPATH.MUTATIONS; Ordinal; PCR; Point in time; PR; QL; Qual; Qualitative; Random; rs33946267; Screen; Sickle cell anemia; WB; Whole blood",4180186
40758372,HBB c.364G>C Bld Ql,4180186
40758372,HBB sƒ¦s¢á.c.364G>C:s¡ÿs£¿µâàså¦µêûTÿêsÇ+:µù¦Tù¦té¦:sà¿FíÇ:s¦Åµò¦sPï:sêås¡ÉTüùS+ás¡ªt¦+s«PT¬îs«ñµû¦µ¦ò,4182948
40187780,Opana 5 MG Oral Tablet,4180186
36686165,Puncture wound of right buttock (disorder),4180186
36707341,Gloria Med class 1 (18-21mmHg) armsleeve with shoulder strap lymphoedema garment long large Beige (Gardamed Ltd) (physical object),4180186
45570384,"Poisoning by oth nonsteroid anti-inflam drugs, acc, init",4180186
1572737,Pnctr w/o foreign body of unsp external genital organs,4180186
40242667,water 92.2 % Concentrate for Ophthalmic Irrigation Solution,4180186
4101143,Drug induced paranoia,4180186
4101143,Drug-induced paranoid state (disorder),4180186
2761241,"Medical and Surgical @ Bursae and Ligaments @ Division @ Foot Bursa and Ligament, Right @ Percutaneous @ No Device @ No Qualifier",4180186
2761241,"Division of Right Foot Bursa and Ligament, Perc Approach",4180186
42528243,Assessment; DOC.ONT; Document; Emotional stability; Encounter; Eval; Eval note; Evaluation and management; Evaluation and management note; Finding; Findings; H&P; History and physical; Initial eval note; notes; OP; Point in time; Random; Visit note,4180186
42528243,Mental health OP Initial eval note,4180186
42528243,sê¥µ¡ÑF»äS++F«¦s+ò:sÅætÄ¦:µù¦Tù¦té¦:Tù¿F»ètùàS¦¦:µûçµíúsPï:s+âtÉåsüÑs¦+,4182948
37389850,Juzo Hostess class 2 (23-32mmHg) thigh length open toe lymphoedema garment extra short size I Nutmeg (Juzo UK Ltd) 2 device (physical object),4180186
2793136,"Radiation Therapy @ Ear, Nose, Mouth and Throat @ Brachytherapy @ Mouth @ Low Dose Rate (LDR) @ Iodine 125 (I-125) @ None",4180186
