ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
1526479,43026339,1,2
1526479,782908,1,2
1526479,2055407,0,0
1526479,36276337,1,2
1526479,36510233,0,0
1526479,2055403,0,0
1526479,2055385,0,0
1526479,40917313,1,2
1526479,36788329,0,0
1526479,2055389,0,0
1526479,43026350,1,2
1526479,41291837,1,2
1526479,42656136,1,2
1526479,43026334,1,2
1526479,42875392,1,2
1526479,43026356,1,2
1526479,36509309,1,2
1526479,42708401,0,0
1526479,42964953,0,0
1526479,36505543,1,2
1526479,42964958,0,0
1526479,43026336,1,2
1526479,43026343,1,2
1526479,42964963,0,0
1526479,42875394,1,2
1526479,782909,1,1
1526479,36504252,1,1
1526479,42656134,1,2
1526479,2055386,1,1
1526479,43026358,1,2
1526479,42656133,1,2
1526479,36504824,1,2
1526479,2012161,0,0
1526479,43132969,1,1
1526479,43677625,1,1
1526479,994725,1,2
1526479,782912,1,2
1526479,2055427,0,0
1526479,2055387,0,0
1526479,2055430,1,1
1526479,42964950,0,0
1526479,42964959,0,0
1526479,2055399,0,0
1526479,43026331,1,2
1526479,782910,1,2
27419,4004569,1,1
27419,4239078,1,1
27419,139196,1,1
27419,4074032,1,1
27419,28281,2,2
27419,27419,0,0
27419,25965,1,1
27419,4070562,1,1
2028228,2028228,0,0
2028228,2028230,1,1
762776,762776,0,0
606162,607019,1,1
606162,4107988,3,3
606162,4150837,2,2
606162,4337249,2,2
606162,4057692,2,2
606162,4312520,1,1
606162,4313836,2,2
606162,4073778,3,3
606162,4074074,3,3
606162,606162,0,0
137144,137144,0,0
2834735,2834735,0,0
2834735,42639268,1,1
2834735,2738893,2,2
2834735,1534241,1,1
2834735,1780899,2,2
2834735,2842296,1,1
2834735,43016380,2,2
2829140,2829140,0,0
2829140,2758444,2,2
2829140,2896868,1,1
2039309,2039307,2,2
2039309,2039306,1,1
2039309,2039309,0,0
2809828,2793021,2,2
2809828,2801809,1,1
2809828,2809828,0,0
42688080,42688080,0,0
37208873,37208873,0,0
36032344,36032344,0,0
4150598,4150598,0,0
4139590,4139590,0,0
4101143,4101143,0,0
4045061,4045061,0,0
4022773,4022773,0,0
3662168,3662168,0,0
3051736,3051736,0,0
3049389,3049389,0,0
3018386,3018386,0,0
2925919,2925919,0,0
2920198,2920197,1,1
2920198,2920198,0,0
2919960,2919960,0,0
2893215,2893215,0,0
2893215,2736153,1,1
2892665,2892665,0,0
2892665,2724944,1,1
2892579,2892579,0,0
2892579,2783224,1,1
2890897,2890897,0,0
2890897,2777710,1,1
2890897,2777709,1,1
2871934,2775787,1,1
2871934,2871934,0,0
2856322,2856322,0,0
2856322,2763917,1,1
2853189,2735554,3,3
2853189,2835721,2,2
2853189,1531778,3,3
2853189,2887639,2,2
2853189,2735552,3,3
2853189,2887508,2,2
2853189,2735551,3,3
2853189,2853191,2,2
2853189,2735550,3,3
2853189,2861537,2,2
2853189,2830680,1,1
2853189,2735549,3,3
2853189,2735553,3,3
2853189,2853189,0,0
2853189,1531775,3,3
2853189,2807747,1,1
2853189,1531774,3,3
2853189,1531773,3,3
2853189,1531777,3,3
2853189,1531776,3,3
2853189,2848376,2,2
2853189,2853190,1,1
2852738,2852738,0,0
2852738,2731642,1,1
2844377,2844377,0,0
2844377,2753351,2,2
2844377,2891761,1,1
2840211,2793062,1,1
2840211,2840211,0,0
2839571,2723003,1,1
2839571,2839571,0,0
2839571,2723004,1,1
2832223,2832223,0,0
2832223,2793824,1,1
2058439,2012387,1,1
2058439,2058439,0,0
2009959,2009959,0,0
1762627,1762627,0,0
706460,706460,0,0
201616,201616,0,0
46201054,46201054,0,0
21021551,21021551,0,0
21021551,21041173,1,1
21021551,36407224,1,1
21021551,36404581,0,0
4255167,4255167,0,0
4191824,4191824,0,0
4089195,4089195,0,0
4089195,44790941,1,1
4089195,44790949,1,1
4089195,44790948,1,1
2805049,2805049,0,0
2805049,2784206,1,1
2801429,2801429,0,0
2801429,2778861,1,1
2795478,2795478,0,0
2794497,2794497,0,0
2794429,2807809,1,1
2794429,2744811,2,2
2794429,2794429,0,0
2794429,2835748,1,1
2794429,2744813,2,2
2794429,2744812,2,2
2793138,2793138,0,0
2788390,2788390,0,0
2785904,2785904,0,0
2781205,2781205,0,0
2778732,2778732,0,0
2776937,2776937,0,0
2776312,2776312,0,0
2763702,2763702,0,0
2761241,2761241,0,0
2754596,2754596,0,0
2745136,2745136,0,0
2736592,2736592,0,0
2735838,2735838,0,0
2723159,2723159,0,0
2060831,2060831,0,0
2060831,2060833,1,1
2013101,2013101,0,0
2012152,2012152,0,0
46286591,46286591,0,0
46264221,46264221,0,0
46183933,46183933,0,0
46174967,46174967,0,0
46166390,46166390,0,0
46044894,46044894,0,0
46037515,46037515,0,0
46008890,46008890,0,0
46004419,46004419,0,0
45989179,45989179,0,0
44803364,44803364,0,0
44788505,44788505,0,0
44784564,44784564,0,0
44214407,44210959,1,1
44214407,44211880,1,2
44214407,44215842,1,1
44214407,44214407,0,0
44214407,44212351,1,1
44194256,44194256,0,0
44178416,44178416,0,0
44115449,44115449,0,0
44114028,44114028,0,0
44110801,44110801,0,0
44110801,44035366,0,0
44107247,44107247,0,0
44107247,44100552,2,2
44107247,44061948,2,2
44107247,44096745,1,1
44103416,44103416,0,0
44088728,44088728,0,0
44078765,44078765,0,0
44078765,44032632,1,1
44078765,43208842,2,3
44078765,44132878,2,2
44078765,43141102,2,2
44078765,44119170,0,0
44078765,43208841,2,2
44078765,44060601,1,1
44078765,44132519,1,1
44078765,44132799,1,1
44078765,43142875,2,2
44078765,43141104,2,2
44078156,44078156,0,0
44078156,44133344,2,2
44078156,44134323,1,1
44078156,44058094,1,1
44078156,44066776,0,0
44078156,44085425,1,1
44078156,44133847,1,1
44067523,44060553,1,1
44067523,44067523,0,0
44067523,44037256,2,2
44055661,44055661,0,0
44055661,41468755,2,2
44055661,44215578,2,2
44055661,41468376,2,3
2057608,2057582,1,1
2057608,2057608,0,0
2051488,2051485,2,2
2051488,2051484,1,1
2051488,2051488,0,0
2050124,2050124,0,0
2033403,2033403,0,0
2033403,2033402,0,0
2033403,2033401,1,1
2029507,2029503,1,1
2029507,2029504,0,0
2029507,2029509,1,1
2029507,2029501,0,0
2029507,2029500,1,1
2029507,2029506,1,1
2029507,2029505,0,0
2029507,2029502,1,1
2029507,2029508,0,0
2029507,2029499,0,0
2029507,2029507,0,0
948636,948636,0,0
199086,199086,0,0
46279695,46279695,0,0
46263958,46263958,0,0
46215749,46215749,0,0
46210073,46210073,0,0
46210054,46210054,0,0
46204350,46204350,0,0
46203874,46203874,0,0
46199334,46199334,0,0
46187917,46187917,0,0
46185872,46185872,0,0
46167929,46167929,0,0
46167693,46167693,0,0
46163965,46163965,0,0
46157616,46157616,0,0
46149119,46149119,0,0
46126233,46126233,0,0
46040612,46040612,0,0
46029157,46029157,0,0
45995160,45995160,0,0
45994745,45994745,0,0
45757115,45757115,0,0
44783728,44783728,0,0
44217993,44217993,0,0
44182508,44182508,0,0
44177387,44217357,1,1
44177387,44217442,1,1
44177387,44217409,0,0
44177387,44217425,1,1
44177387,44217666,1,1
44177387,44177387,0,0
44177387,44217680,0,0
44177387,44217462,1,1
44171065,44171065,0,0
44164584,44164584,0,0
44162758,44162758,0,0
44134619,44134619,0,0
44115249,44115249,0,0
44114762,44114762,0,0
44112125,44112125,0,0
44112125,44102236,1,1
44108846,44108846,0,0
44108846,44099561,1,1
44108846,44037770,2,2
44106061,44106061,0,0
44106061,44086168,1,1
44106061,44050334,2,2
44088523,44088523,0,0
44083387,44061319,1,1
44083387,44083387,0,0
44083387,44129192,2,2
44081896,44081896,0,0
44081896,44083423,0,0
44081896,44116074,2,2
44081896,44048361,1,1
44081896,44110691,1,1
44069023,44069023,0,0
44069023,44086894,1,1
44069023,44025558,2,2
44069023,44084727,1,1
44069023,44122237,0,0
44050622,44050622,0,0
44036968,44036968,0,0
44030591,44030591,0,0
44030591,44136069,2,2
44030591,44098476,1,1
44030591,44136068,1,1
43864371,43864371,0,0
43864371,43864372,1,1
43861165,43861165,0,0
43861165,43734964,1,1
43843136,43843136,0,0
43843136,43861326,1,1
43843135,43843135,0,0
43843135,43681239,1,1
43796106,43652469,1,1
43796106,43832298,1,1
43796106,43796106,0,0
43796106,43814216,1,2
43794904,43794904,0,0
43794904,43651283,0,0
43794904,43794917,1,1
43794904,43777021,1,1
43794904,43794905,0,0
43793518,43829637,0,0
43793518,43613651,1,1
43793518,43793518,0,0
43791374,43773605,1,1
43791374,43791374,0,0
43786708,43786708,0,0
43786708,43840905,1,1
43777989,43777989,0,0
43771844,43771844,0,0
43771844,43862164,1,1
43737510,43827477,1,1
43737510,43737510,0,0
43729168,43733681,1,1
43729168,41496298,1,1
43729168,41489360,2,2
43729168,43719074,2,2
43729168,41498275,2,2
43729168,43729168,0,0
43729168,43648039,2,2
43729168,41279808,2,2
43729168,43610785,1,1
43729168,43863118,2,2
43729168,43737428,1,1
43729168,41501181,2,3
43729168,43593147,1,1
43729168,43823646,2,2
43729168,43719741,1,1
43729168,41186723,1,1
43729168,41488191,1,1
43729168,41488618,2,3
43729168,43611375,2,2
43729168,43765067,1,1
43727227,43686617,1,2
43727227,43813040,0,0
43727227,43651291,1,1
43727227,43687196,1,2
43727227,43727227,0,0
43727227,43758358,1,1
43727227,43781246,1,1
43727227,43813041,1,1
43727227,43632570,1,1
43727227,43704545,0,0
43718536,43718536,0,0
43715086,43685969,1,2
43715086,43790051,1,1
43715086,43610719,1,1
43715086,43592284,1,2
43715086,43793607,1,2
43715086,43698702,1,1
43715086,43596268,1,1
43715086,43715086,0,0
43715086,43722140,1,1
43715086,43650462,1,2
43715086,43613748,0,0
43715086,43682946,1,1
43715086,43808698,0,0
43715086,43829723,1,1
43715086,43643283,1,1
43715086,43646414,1,2
43715086,43613749,1,1
43715086,43700977,1,2
43715086,43646412,0,0
43715086,43589062,1,1
43715086,43848282,1,1
43715086,43650011,1,1
43715086,43646413,1,1
43715086,43758172,0,0
43715086,43826746,1,1
43715086,43650463,1,2
43715086,43628843,1,2
43715086,43734614,0,0
43715086,43664581,1,1
43711979,43711979,0,0
43711979,43694128,0,0
43711979,43593053,0,0
43711979,43790495,1,1
43711979,43789932,0,0
43711979,43829618,0,0
43711979,43683821,1,1
43711979,43755035,1,1
43711979,43793496,1,1
43711979,43683820,0,0
43711979,43757596,0,0
43711979,43737669,0,0
43711979,43628156,1,1
43711979,43628773,0,0
43711979,43646276,0,0
43711979,43845139,0,0
43711979,43790494,0,0
43688278,43688278,0,0
43686606,43794277,1,1
43686606,43848467,0,0
43686606,43686606,0,0
43676821,43676821,0,0
43676821,43777717,1,1
43676821,43723666,0,0
43676821,43741806,0,0
43676821,43838590,0,0
43676633,43676633,0,0
44055661,41306003,2,2
44055661,40994071,1,1
44055661,44165179,2,2
44055661,41432949,2,2
44055661,41244022,2,2
44055661,41463569,1,1
44055661,44195304,1,1
44055661,41503702,1,1
44055661,41513486,2,2
44055661,41462681,2,2
44055661,41119085,1,1
44055661,41509436,2,3
44055661,41468112,1,1
44055661,41306005,2,2
44055661,41463160,1,1
44055661,41244023,1,1
44055661,41466179,2,2
44055661,41466123,1,1
44055661,41514533,1,1
44055661,41517467,1,1
44055661,41423958,2,2
44055661,41503858,1,1
44055661,41463002,1,1
44055661,41274909,1,1
44055661,41255653,2,2
44055661,41466515,2,3
44055661,41433125,2,3
44055661,41503552,2,2
44055661,41450990,2,2
44055661,41508141,2,2
44055661,44133845,1,1
44055661,44216120,2,3
44055661,41434835,1,1
44055661,41452843,2,2
44055661,42727508,1,1
44055661,41468654,1,1
44055661,41463580,2,2
44055661,41504214,1,1
44055661,41506606,2,2
44055661,41435192,1,1
44055661,41469044,2,3
44055661,41452951,1,1
44055661,44134197,2,2
44055661,42719485,2,2
44055661,41452273,2,2
44055661,44212892,2,2
44055661,41464006,2,2
44055661,40994070,1,1
44055661,41466352,2,2
44055661,44043530,0,0
44055661,41506994,1,1
44055661,41467565,2,2
44055661,44083826,1,1
44055661,41452712,1,1
44055661,41432950,1,1
44055661,41462869,2,3
44055661,41462525,2,2
44055661,41513081,2,2
44055661,40962808,2,2
44055661,44126604,2,2
44055661,44070971,1,1
44055661,41503742,2,3
44055661,40869334,2,2
44055661,41463693,1,1
44055661,41306004,1,1
44055661,41468996,2,2
44055661,41213027,2,2
44055661,41511601,2,3
44055661,41450998,2,3
44055661,40900424,1,1
44055661,41426480,1,1
44055661,41468825,1,1
44055661,41503696,2,2
44055661,41274910,2,2
44055661,44195731,2,2
44055661,40833331,0,0
44055661,41505580,1,1
44055661,41466483,1,1
44055661,41433077,2,2
44055661,41467552,1,1
44055661,44133205,1,1
44055661,41087830,2,2
44055661,44133697,1,1
44055661,44210822,1,1
44055661,41415834,1,1
44055661,41150603,1,1
44055661,44134320,1,1
44055661,41463551,2,3
44055661,41450987,1,1
44055661,41511001,1,1
44055661,44096754,1,1
44055661,41274911,1,1
44055661,41452739,2,3
44055661,41421008,2,2
44055661,44215579,1,1
44055661,41150604,2,2
44055661,40943597,1,1
44055661,41467739,2,2
44055661,41517963,2,2
44055661,44124347,1,1
44055661,41425895,2,3
44055661,44134196,2,2
44055661,44085344,1,1
44055661,41503537,2,3
44055661,41435376,2,2
44055661,41087829,2,2
44055661,41504314,2,2
44055105,44038159,2,2
44055105,44055105,0,0
44055105,44061153,1,1
44053789,44053789,0,0
44053789,44074878,2,2
44053789,44085452,1,1
44048154,44048154,0,0
44048154,44089885,1,1
44043283,44109307,0,0
44043283,44033323,1,1
44043283,44043283,0,0
44043283,44064763,2,2
44043283,44112904,1,1
43863594,43863594,0,0
43860952,43860952,0,0
43845375,43845375,0,0
43845375,43737314,1,1
43817490,41064955,1,1
43817490,43691649,1,1
43817490,41096509,1,1
43817490,43817490,0,0
43817490,40886752,1,2
43817490,41064951,1,1
43817490,41199210,1,2
43817490,41261022,1,2
43809859,43809859,0,0
43809859,43737945,1,1
43808430,43808430,0,0
43797927,43852088,2,2
43797927,43852087,1,1
43797927,43797927,0,0
43795121,43795121,0,0
43795121,43849320,1,1
43792802,43792802,0,0
43783005,41007198,1,2
43783005,40821770,1,1
43783005,43855060,1,1
43783005,43783005,0,0
43783005,41151939,1,1
43783005,41226046,1,2
43783005,41007200,1,2
43783005,41069542,1,2
43783005,41132340,1,2
43783005,41195001,1,2
43783005,41007197,1,2
43783005,41195002,1,2
43783005,41026413,1,1
43783005,41256913,1,2
43783005,41069544,1,2
43783005,40851337,1,2
43783005,40901705,1,1
43783005,40995360,1,1
43783005,41319387,1,2
43766087,43766087,0,0
43762938,43762938,0,0
43762938,43681919,2,2
43762938,43735826,2,2
43762938,43681921,1,1
43762938,43789555,1,1
43753697,43753697,0,0
43729628,43808631,1,1
43729628,43729628,0,0
43729628,43628754,0,0
43711955,43711957,1,1
43711955,43711955,0,0
43711955,43711956,0,0
43711955,43604016,1,1
43698175,43644236,1,1
43698175,43698175,0,0
43697160,43697160,0,0
43697160,43786984,2,2
43697160,43859327,1,1
43697160,43859328,1,1
43697160,43607085,2,2
43686731,43686731,0,0
43686731,43794435,1,1
43676828,43676828,0,0
43676828,43864361,0,0
43676828,43666331,1,1
43656862,43656862,0,0
43652624,43652624,0,0
43652406,43652406,0,0
43652406,43724119,1,1
43645322,43645322,0,0
43645322,43861447,1,1
43645322,43591218,0,0
43637041,43637041,0,0
43634391,43634391,0,0
43634391,43670499,1,1
43631662,43631662,0,0
43630409,43630409,0,0
43627430,43627430,0,0
43627430,43825528,1,1
43627201,43627201,0,0
43624989,43624989,0,0
43595999,43595999,0,0
43592655,43592655,0,0
43592655,43844741,1,1
43591021,43591021,0,0
43588570,43588570,0,0
43588570,43786491,1,1
43531204,43531204,0,0
43283637,43283637,0,0
43266816,43266816,0,0
43266816,40948149,1,1
43266816,40916749,1,1
43266816,41135661,1,1
43266816,41010400,1,1
43263061,43263061,0,0
43263061,43281046,0,0
43263061,43286586,0,0
43263061,43522344,0,0
43263061,43522031,0,0
43263061,43286217,0,0
43263061,43521974,0,0
43257331,43257331,0,0
43215897,43215898,1,1
43215897,40945135,1,1
43215897,43215897,0,0
43215671,43215671,0,0
43215671,43187243,0,0
43215671,43220103,1,1
43212342,43212342,0,0
43208587,43208587,0,0
43195943,43195943,0,0
43195943,43184948,1,1
43193479,43193479,0,0
43176062,43176062,0,0
43176062,43176063,1,1
43175316,43175316,0,0
43175316,43197191,1,1
43175234,43175234,0,0
43175234,43175235,1,1
43175234,43219002,1,2
43175234,43041564,1,1
43167177,41040090,1,2
43167177,40946632,1,2
43167177,41227866,1,2
43167177,43025685,1,2
43167177,40977642,1,2
43167177,40977641,1,2
43167177,41196813,1,2
43167177,41134152,1,2
43167177,35752422,1,1
43167177,41321109,1,2
43167177,40884337,1,2
43167177,41258677,1,2
43167177,40977645,1,2
43167177,41134148,1,2
43167177,40977643,1,2
43167177,41008970,1,2
43167177,35773490,1,1
43167177,41102790,1,2
43167177,35773491,1,1
43167177,41071374,1,2
43167177,41008979,1,2
43167177,40853110,1,2
43167177,35748292,1,2
43167177,40915286,1,2
43167177,41321112,1,2
43167177,41258684,1,2
43167177,40915281,1,2
43167177,41123371,1,1
43167177,41279064,1,1
43167177,40946631,1,2
43167177,41134149,1,2
43167177,35756633,1,2
43167177,35756634,1,1
43167177,35756632,1,2
43167177,43134130,1,1
43167177,41102792,1,2
43167177,40977638,1,2
43167177,40946637,1,2
43167177,41165413,1,2
43167177,40946636,1,2
43167177,40853111,1,2
43167177,41071377,1,2
43167177,41008981,1,2
43167177,35748291,1,2
43167177,41008977,1,2
43167177,40977639,1,2
43167177,40915283,1,2
43167177,41289784,1,2
43167177,41165419,1,2
43167177,40977644,1,2
43167177,41154866,1,1
43167177,41008975,1,2
43167177,41196814,1,2
43167177,41165414,1,2
43167177,40946633,1,2
43167177,41040094,1,2
43167177,41040091,1,2
43167177,40853105,1,2
43167177,40915287,1,2
43167177,41321113,1,2
43167177,41040092,1,2
43167177,41008974,1,2
43167177,41102793,1,2
43167177,41008976,1,2
43167177,41165420,1,2
43167177,41102794,1,2
43167177,35756631,1,2
43167177,40822530,1,2
43167177,41154865,1,1
43167177,40915285,1,2
43167177,35760815,1,1
43167177,41321111,1,2
43167177,43167177,0,0
43167177,40853112,1,2
43167177,41040086,1,2
43167177,41008978,1,2
43167177,40977637,1,2
43167177,41071376,1,2
43167177,41258683,1,2
43167177,41321108,1,2
43167177,41134150,1,2
43167177,40884338,1,2
43167177,41008968,1,2
43167177,41008973,1,2
43167177,41165418,1,2
43167177,41227869,1,2
43167177,40946635,1,2
43167177,35764909,1,1
43167177,41040096,1,2
43167177,41321110,1,2
43167177,40977640,1,2
43167177,41008969,1,2
43167177,41321114,1,2
43167177,40853109,1,2
43167177,43178258,1,2
43149681,43182802,2,2
43149681,43142445,2,3
43149681,43219413,2,2
43149681,43164608,1,1
43149681,43193762,1,1
43149681,43149680,2,2
43149681,43208579,2,3
43149681,43149681,0,0
43149681,43149682,1,1
43149681,43042657,2,2
43149681,43219586,1,1
43149681,43208578,2,2
43044897,43044897,0,0
43039410,43039420,1,2
43039410,43039411,1,1
43039410,43039419,1,1
43039410,43039410,0,0
43039410,43039415,1,1
43039410,43039417,1,1
43039410,43039416,0,0
43039410,43039412,1,1
43039410,43039413,1,2
43039410,43039418,1,2
43039410,43039414,1,2
42959865,42959866,0,0
42959865,42959865,0,0
42959865,35831658,0,0
42953000,42953000,0,0
42953000,42952960,1,1
42950861,42950861,0,0
42950861,42950521,1,1
42947375,42947375,0,0
42947375,42947280,1,1
42939993,42939993,0,0
42930359,42930286,1,1
42930359,42930359,0,0
42925414,42925415,0,0
42925414,42918295,0,0
42925414,42918296,0,0
42925414,42925414,0,0
42918351,42918351,0,0
42896463,42896463,0,0
42873061,42873061,0,0
42869734,42869734,0,0
42730714,42730319,1,1
42730714,42719002,0,0
42730714,43741217,2,2
42730714,43723108,2,2
42730714,42716323,0,0
42730714,43777169,2,2
42730714,42713614,0,0
42730714,42710991,0,0
42730714,43615185,2,2
42730714,43651430,2,3
42730714,43687332,2,3
42730714,43867465,2,2
42730714,43723105,2,2
42730714,43615187,2,2
42730714,43849249,2,3
42730714,43849250,1,1
42730714,43777168,1,1
42730714,42710354,2,2
42730714,42730714,0,0
42730714,43849248,1,1
42730714,42724563,1,1
42730714,43795042,2,2
42730714,43615188,2,3
42730714,43597216,2,2
42730714,42719660,1,1
42730714,42716999,2,2
42730714,42723258,2,2
4099616,4099616,0,0
2829517,2829517,0,0
2829517,2740093,1,1
2045759,2029991,2,2
2045759,2029329,1,1
2045759,2045748,1,1
2045759,2029990,1,1
2045759,2045738,1,1
2045759,2029330,2,2
2045759,2045759,0,0
2036081,2036082,1,1
2036081,2036081,0,0
2035652,2035652,0,0
2034539,2034539,0,0
2034539,2034391,2,2
2034539,2034390,1,1
2028856,2028856,0,0
2028856,2028855,1,1
2027923,2027924,1,1
2027923,2027923,0,0
2026247,2026247,0,0
2025803,2025803,0,0
779544,779544,0,0
620145,620145,0,0
46214377,46214377,0,0
45339963,45339963,0,0
43255465,43255465,0,0
37384935,37384935,0,0
37384935,37386820,1,1
4275516,4275516,0,0
4275516,4168646,3,3
4275516,4268985,1,1
4275516,4089833,1,1
4275516,4090177,2,2
4275516,4117451,2,2
4275516,4275517,1,1
4275516,4177820,2,2
4275516,4090174,1,1
4275516,605123,2,2
4275516,605124,2,2
4214060,4214060,0,0
4207377,4207377,0,0
4192161,4192161,0,0
4157054,4157054,0,0
4151125,4151125,0,0
4151125,4249900,1,1
4148210,4140072,1,1
4148210,4148210,0,0
4148210,4146664,1,1
4148210,4149178,1,1
4139913,4139913,0,0
4126815,4126815,0,0
4123232,4124806,1,1
4123232,4123235,1,1
4123232,4127535,1,1
4123232,4123693,1,1
4123232,4123696,1,1
4123232,4123355,1,1
4123232,4127528,1,1
4123232,4127521,1,1
4123232,4123372,1,1
4123232,4123360,1,1
4123232,4123368,1,1
4123232,4127529,1,1
4123232,4120913,1,1
4123232,4127665,1,1
4123232,4123365,1,1
4123232,4124810,1,1
4123232,4123232,0,0
4122359,2103074,0,1
4122359,4122359,0,0
4118729,2104280,0,1
4118729,2104278,0,1
4118729,4217344,1,1
4118729,2104279,0,1
4118729,4175346,1,1
4118729,2005498,1,1
4118729,2005499,1,1
4118729,4103445,1,1
4118729,4307823,2,2
4118729,4097075,1,1
4118729,4118729,0,0
4118729,4280648,1,1
4107390,4107390,0,0
4085661,4085661,0,0
4080107,4080107,0,0
4062974,2722441,1,1
4062974,2722436,1,1
4062974,2722437,1,1
4062974,2722439,1,1
4062974,2722433,1,1
4062974,2722438,1,1
4062974,2722435,1,1
4062974,2722434,1,1
4062974,4062974,0,0
4062974,2722440,1,1
4056039,4056039,0,0
4053700,4053700,0,0
4053700,4072639,2,2
4053700,4053308,1,1
4053700,4053306,1,1
4053700,4053307,1,1
4047361,4047361,0,0
4021463,4021463,0,0
4021463,4066574,2,2
4021463,4090312,1,1
4021463,4063892,2,2
4021463,4010664,1,1
4021463,4010665,1,1
4021463,620205,1,1
4021463,620206,2,2
4015421,4015421,0,0
4006026,4006026,0,0
3666643,3666643,0,0
3052461,3052461,0,0
